A=5818 B=3462 C=7313 X=198986823 Y=4195674399 Z=97962322646 M=7590
A=3943 B=6692 C=5183 X=569756960 Y=6811256150 Z=42088123545 M=1482
A=6082 B=5264 C=7371 X=909198102 Y=8520740392 Z=86541869555 M=5029
A=8207 B=8556 C=5673 X=133504041 Y=8256485442 Z=76629436053 M=5001
A=6377 B=5474 C=7405 X=129791602 Y=3581723023 Z=42601685525 M=4398
A=8913 B=3720 C=7295 X=778626284 Y=2251869990 Z=40923823003 M=3796
A=4315 B=3823 C=7820 X=705030103 Y=4874910699 Z=53756128603 M=1160
A=4945 B=9268 C=7136 X=849931375 Y=5066892646 Z=94166570730 M=5953
A=5789 B=5926 C=6007 X=762615116 Y=7920110138 Z=20673037782 M=4550
A=6270 B=6360 C=8829 X=475105357 Y=5956490944 Z=15865271725 M=9066
A=6175 B=5353 C=8541 X=610686759 Y=2513968119 Z=84237092777 M=7153
A=7819 B=3245 C=7491 X=437721170 Y=2051834903 Z=74819918055 M=3661
A=5311 B=6057 C=5879 X=778303770 Y=8389507321 Z=63362972275 M=8618
A=6861 B=7728 C=7763 X=130218269 Y=9322456100 Z=50274969286 M=3910
A=9284 B=9146 C=9945 X=858094405 Y=6221666480 Z=48322671492 M=8029
A=5465 B=3046 C=5151 X=153421481 Y=8045131948 Z=81626363462 M=3457
A=5393 B=9489 C=6693 X=172417037 Y=7276108991 Z=83522114845 M=5086
A=2017 B=9872 C=7690 X=288326046 Y=5456676597 Z=83828821889 M=3384
A=4098 B=5922 C=5854 X=236513611 Y=2491181574 Z=82302988841 M=4198
A=2149 B=5557 C=5995 X=585947178 Y=9616620779 Z=70147097168 M=8485
A=9225 B=5475 C=5856 X=189947284 Y=3605604163 Z=46662585327 M=3454
A=5111 B=7059 C=7232 X=924094224 Y=9614595214 Z=99693573117 M=7547
A=7004 B=7994 C=7759 X=454633323 Y=1533692148 Z=41424595707 M=5433
A=5482 B=9172 C=8961 X=218615788 Y=7177580425 Z=73353829510 M=9975
A=4988 B=3740 C=8917 X=157159967 Y=9679246772 Z=46524302094 M=1701
A=6787 B=5431 C=8047 X=390241164 Y=8854165569 Z=29568705492 M=2187
A=2171 B=5418 C=5067 X=651500150 Y=6687470081 Z=14049736538 M=2941
A=9500 B=3529 C=7416 X=291609081 Y=7273783712 Z=97582462320 M=8457
A=6817 B=4461 C=6956 X=527949735 Y=2025264759 Z=17918640451 M=2323
A=7997 B=4255 C=8825 X=549640151 Y=5957216911 Z=92480432311 M=4568
A=3074 B=3201 C=6658 X=987960530 Y=1276828947 Z=50245198989 M=5855
A=9357 B=4569 C=7709 X=873851117 Y=3879982168 Z=59712138139 M=1345
A=8685 B=3978 C=6197 X=799172884 Y=8554796600 Z=28253237233 M=8133
A=7249 B=9294 C=9161 X=590929520 Y=8548586958 Z=51491819494 M=9186
A=4127 B=3362 C=5568 X=568507965 Y=3440282901 Z=81566078706 M=9699
A=4105 B=3617 C=5686 X=324284490 Y=5297747813 Z=29121911942 M=7509
A=2937 B=5554 C=8211 X=795068242 Y=9000540303 Z=43993856087 M=3093
A=5224 B=6504 C=6005 X=989130450 Y=5564120527 Z=26353233800 M=6626
A=3101 B=9572 C=8767 X=922818131 Y=6368358530 Z=57899377707 M=2953
A=2669 B=7476 C=9034 X=949078150 Y=3789161047 Z=76343387540 M=5412
A=3231 B=4415 C=9581 X=118531946 Y=3719374010 Z=38381306050 M=2026
A=9311 B=9833 C=6267 X=718960271 Y=2126105976 Z=58537589481 M=7700
A=2714 B=6884 C=6263 X=554070897 Y=8846779575 Z=71902722568 M=1378
A=3015 B=7888 C=7383 X=627605330 Y=4609952072 Z=97859915896 M=2675
A=2259 B=3834 C=8731 X=869045630 Y=3963341897 Z=54615455193 M=8022
A=4715 B=3072 C=9499 X=278637967 Y=3552607202 Z=67077815115 M=9803
A=2659 B=6189 C=7287 X=165554973 Y=2254154421 Z=59445259034 M=9997
A=7026 B=5757 C=8894 X=540569107 Y=5636501995 Z=51017088866 M=7719
A=5603 B=5030 C=5174 X=711571698 Y=1679341572 Z=27487160238 M=3110
A=2222 B=5896 C=7360 X=166989973 Y=6101329219 Z=79428527754 M=4432
A=5299 B=6494 C=8460 X=801529433 Y=1238257570 Z=21466731811 M=2336
A=4565 B=3738 C=9997 X=536808276 Y=7341393610 Z=74386009498 M=2362
A=6797 B=4860 C=8081 X=679051594 Y=5136635249 Z=90490852663 M=8606
A=8972 B=5098 C=6455 X=458732602 Y=2412548958 Z=18090315947 M=9550
A=8993 B=9496 C=7849 X=717578840 Y=3688999663 Z=12364921691 M=6947
A=2128 B=7794 C=7676 X=287841290 Y=3114120712 Z=12654982843 M=7655
A=5404 B=6417 C=5208 X=457425117 Y=6430490810 Z=80105824176 M=4787
A=5971 B=4219 C=5808 X=584880884 Y=1404430445 Z=76710896622 M=4741
A=7073 B=3903 C=5154 X=341730166 Y=9654036762 Z=53262924957 M=3649
A=3030 B=7372 C=8519 X=151931756 Y=7368289152 Z=64543568044 M=3319
A=8130 B=3846 C=6611 X=556345134 Y=3234676352 Z=46252762020 M=7643
A=8868 B=7697 C=5666 X=274613652 Y=4392789563 Z=32592274235 M=3297
A=7235 B=5846 C=8152 X=974721070 Y=4330757455 Z=35281670670 M=5285
A=5308 B=4271 C=9677 X=629075289 Y=4808438995 Z=70404740114 M=4192
A=9646 B=8890 C=9912 X=640312625 Y=6525591784 Z=96489988946 M=2101
A=4115 B=9670 C=5248 X=936511327 Y=8898612042 Z=76610425152 M=5544
A=3765 B=8768 C=6101 X=944533484 Y=9154132813 Z=67914824717 M=1155
A=3610 B=6467 C=8645 X=638945340 Y=7062832234 Z=60411628866 M=2648
A=6468 B=7767 C=5124 X=479539258 Y=6112988549 Z=67686027088 M=7931
A=3027 B=9461 C=6337 X=821371834 Y=6889312299 Z=70108060178 M=1434
A=8123 B=9805 C=8216 X=381187607 Y=9590188461 Z=80840566743 M=2289
A=3808 B=5466 C=5268 X=163877623 Y=1483343556 Z=39061715815 M=9934
A=9838 B=7954 C=5289 X=263453456 Y=7193678173 Z=55296008520 M=1165
A=3376 B=7038 C=5128 X=798385557 Y=3761370592 Z=10484896520 M=3078
A=5294 B=3796 C=6921 X=486707820 Y=6256622418 Z=50817594293 M=3417
A=6126 B=6046 C=6270 X=363922104 Y=1472903378 Z=92994983503 M=4754
A=6765 B=5449 C=7847 X=780335908 Y=3084298095 Z=68504862504 M=6742
A=9624 B=8793 C=5512 X=325149181 Y=4305029764 Z=50051552640 M=1297
A=5458 B=7941 C=5193 X=402881229 Y=5797343406 Z=26444377492 M=1788
A=7961 B=7881 C=9076 X=175015175 Y=8000124436 Z=70984462687 M=7032
A=8078 B=8655 C=8559 X=576936073 Y=3345450016 Z=62467707608 M=8047
A=9214 B=3081 C=7365 X=220002460 Y=7584218823 Z=54111217251 M=5169
A=7075 B=6249 C=8332 X=553973660 Y=8820249398 Z=47871954829 M=6808
A=8966 B=4653 C=9567 X=695245202 Y=5330665845 Z=11568874338 M=7212
A=8639 B=4580 C=8711 X=568937653 Y=1309612525 Z=65762267567 M=2599
A=2668 B=6722 C=9784 X=187457441 Y=9739992340 Z=22483246016 M=1643
A=3043 B=3393 C=8771 X=878028419 Y=6928645413 Z=81537561771 M=7442
A=8648 B=8934 C=7611 X=740034371 Y=4462893891 Z=92553408509 M=6189
A=7232 B=4574 C=8240 X=588529040 Y=3711322263 Z=81852275264 M=6091
A=8552 B=3338 C=8055 X=499543549 Y=2360824553 Z=96759708953 M=2742
A=7576 B=4586 C=9585 X=978389285 Y=1084870937 Z=13318728029 M=5202
A=6656 B=6986 C=5525 X=351709133 Y=9528845755 Z=98283612521 M=4231
A=6419 B=8006 C=5035 X=437544188 Y=2551101849 Z=82092066336 M=3906
A=3607 B=3303 C=7053 X=224763373 Y=8122315531 Z=17031094976 M=9932
A=5273 B=4200 C=7254 X=726540926 Y=9621494018 Z=31532873769 M=4797
A=3218 B=9234 C=9519 X=701193864 Y=5250704474 Z=75812991719 M=1218
A=3161 B=9967 C=5989 X=684028804 Y=1620119553 Z=62777485511 M=4880
A=5537 B=4018 C=5648 X=941651548 Y=5460125042 Z=92903784743 M=6561
A=2327 B=6578 C=8685 X=659928232 Y=9255493762 Z=42259826040 M=3015
A=3472 B=9194 C=6772 X=655028861 Y=7560452887 Z=50181475540 M=6978
A=4869 B=8261 C=9676 X=173987844 Y=2910870585 Z=67714318673 M=6147
A=8530 B=7780 C=8798 X=891272173 Y=1297325719 Z=74109613094 M=1586
A=4191 B=9863 C=5821 X=652925352 Y=2729188523 Z=41832864634 M=2022
A=3470 B=5037 C=6432 X=282720283 Y=9837946264 Z=14438733811 M=8828
A=3068 B=9421 C=7974 X=823924286 Y=2138897112 Z=88318814976 M=3327
A=9731 B=6743 C=8658 X=427807959 Y=3903882496 Z=67897746288 M=1424
A=3226 B=5550 C=5431 X=499011497 Y=1049608567 Z=45616832815 M=2707
A=9245 B=8235 C=8677 X=896146755 Y=5344456754 Z=97134582766 M=4522
A=2644 B=3314 C=8863 X=727454356 Y=8098447991 Z=52466872101 M=2009
A=7528 B=5477 C=8193 X=537680382 Y=3108777704 Z=40649505279 M=7660
A=6655 B=4515 C=7957 X=585989239 Y=1173374692 Z=24620035869 M=8794
A=5963 B=5151 C=5595 X=636212185 Y=1302485955 Z=16988877613 M=3690
A=7466 B=5035 C=6178 X=780709657 Y=9849232556 Z=87115491440 M=3317
A=7174 B=3400 C=5266 X=357447560 Y=4644096262 Z=68077246942 M=2789
A=2716 B=7511 C=8107 X=938045955 Y=2842272809 Z=93143059384 M=4918
A=7362 B=6199 C=6402 X=719961476 Y=4636439832 Z=34974077122 M=1296
A=8928 B=4878 C=6047 X=639354387 Y=3951192267 Z=19289131892 M=6954
A=3348 B=8889 C=8521 X=965325888 Y=9417682949 Z=36675480242 M=5129
A=2538 B=9431 C=7460 X=521318356 Y=1001830104 Z=50917588925 M=5671
A=9118 B=3108 C=8575 X=270819054 Y=6806088888 Z=65811402493 M=5223
A=4440 B=6409 C=8692 X=782319794 Y=1177846887 Z=25593227354 M=5187
A=7482 B=9965 C=8795 X=178326268 Y=3536786400 Z=90471337417 M=7990
A=3879 B=3049 C=6851 X=432932365 Y=7493964077 Z=85887687816 M=6405
A=4637 B=6021 C=6090 X=303522721 Y=3690742574 Z=25868972980 M=1176
A=9371 B=9062 C=7911 X=569933101 Y=4075298800 Z=85074768222 M=5368
A=4822 B=4807 C=6658 X=714596148 Y=5870584803 Z=19966452623 M=1519
A=7107 B=7743 C=7519 X=380298897 Y=5044979159 Z=34482968716 M=5085
A=8503 B=6969 C=5332 X=116284437 Y=7561485419 Z=20081956589 M=5598
A=7669 B=8108 C=6779 X=252719412 Y=1477053416 Z=78334493693 M=9999
A=3709 B=5687 C=8417 X=921996792 Y=6449300280 Z=14266378649 M=7206
A=2796 B=3290 C=6926 X=819433557 Y=8347776220 Z=62889375756 M=8934
A=7242 B=8207 C=9866 X=523561061 Y=5955332739 Z=27094995743 M=9374
A=9694 B=9518 C=9270 X=954822475 Y=3340366031 Z=39514524905 M=4821
A=2078 B=8977 C=8941 X=348850593 Y=2555631868 Z=82369291612 M=7582
A=9306 B=8503 C=8412 X=501618294 Y=6411693890 Z=66606026489 M=3459
A=6798 B=7182 C=6450 X=913606656 Y=1130313963 Z=79670127308 M=4871
A=2625 B=6367 C=7744 X=675426326 Y=7679612150 Z=68321546891 M=9461
A=3663 B=6622 C=6901 X=833791458 Y=1699257958 Z=83478013813 M=7368
A=9017 B=4112 C=6166 X=302457830 Y=3723108550 Z=24675572233 M=2074
A=8022 B=4189 C=8484 X=192892611 Y=3695044487 Z=73235815293 M=7441
A=2635 B=3374 C=6835 X=626645866 Y=8370822337 Z=42570720439 M=1744
A=8488 B=4302 C=7036 X=784920016 Y=4161587074 Z=23277838557 M=5449
A=7305 B=3303 C=8971 X=311802307 Y=2180170119 Z=30605156919 M=9362
A=9850 B=6647 C=9276 X=753174164 Y=4177737668 Z=95635081488 M=7721
A=6207 B=5259 C=9456 X=251588771 Y=7683200052 Z=35792910172 M=4675
A=7490 B=3229 C=6353 X=464590019 Y=4056622510 Z=93400519859 M=1254
A=8813 B=4539 C=8112 X=900877020 Y=7450330636 Z=82243332259 M=3501
A=8624 B=4657 C=9570 X=284456694 Y=7409311743 Z=22984867143 M=7937
A=3201 B=5612 C=6156 X=889678268 Y=2253627675 Z=72246646081 M=2870
A=2589 B=7102 C=9824 X=513327789 Y=1474115321 Z=49250861284 M=9867
A=4502 B=3911 C=7739 X=511141409 Y=2657990855 Z=41444523409 M=6507
A=2603 B=8306 C=6358 X=413323726 Y=8248442563 Z=79617576616 M=8473
A=4884 B=3356 C=6594 X=442610738 Y=8569413196 Z=78814953970 M=6691
A=8632 B=5922 C=8090 X=207457958 Y=9038842707 Z=51659309435 M=4414
A=8387 B=8421 C=7506 X=953569670 Y=9208737845 Z=32450285266 M=7218
A=8458 B=8947 C=7529 X=373388806 Y=5309169270 Z=91606308849 M=6526
A=2150 B=4585 C=6799 X=894670818 Y=7633228976 Z=53198437767 M=8031
A=3890 B=7918 C=8512 X=821544057 Y=8827277739 Z=36219302921 M=4088
A=7044 B=5544 C=7153 X=489648389 Y=5956619781 Z=45601206905 M=8349
A=7528 B=7926 C=6762 X=171119900 Y=3421426824 Z=43089592025 M=8489
A=4300 B=8326 C=8851 X=895957237 Y=7574880899 Z=89491358665 M=4768
A=5332 B=6066 C=6440 X=216149212 Y=3469740621 Z=39087665105 M=8563
A=7127 B=9242 C=7937 X=614430044 Y=6614340583 Z=43790732488 M=7888
A=5308 B=5279 C=6270 X=120373144 Y=4754959326 Z=28927731216 M=8404
A=9008 B=9190 C=6128 X=998777695 Y=5055120775 Z=10392032409 M=4929
A=7725 B=4935 C=5732 X=362469015 Y=7216453562 Z=35507026502 M=7736
A=3525 B=4487 C=8702 X=177014572 Y=4212014741 Z=83645061839 M=5628
A=5878 B=3070 C=7567 X=721840450 Y=5670767987 Z=40841461304 M=7380
A=6544 B=6528 C=5546 X=505406319 Y=3466165511 Z=21488302869 M=5701
A=5313 B=3022 C=7027 X=742933836 Y=5933438110 Z=46547583734 M=9228
A=3610 B=5220 C=9947 X=225569635 Y=2461772030 Z=36372523816 M=5591
A=4901 B=3525 C=7230 X=357289557 Y=3893509849 Z=20729777610 M=4254
A=3387 B=6214 C=8730 X=438503524 Y=7693853047 Z=32627179929 M=9441
A=5041 B=6581 C=6030 X=776079062 Y=6179904410 Z=33194002389 M=9687
A=3772 B=7626 C=8788 X=495114271 Y=5885509616 Z=35514954575 M=8652
A=4652 B=3799 C=9604 X=285282776 Y=1926845787 Z=98276132125 M=5837
A=6637 B=4877 C=9235 X=909547621 Y=8167666212 Z=24460114004 M=6019
A=2606 B=9215 C=9664 X=256327214 Y=6782151694 Z=41329534936 M=9717
A=8759 B=3914 C=6486 X=446029943 Y=4040358722 Z=87224145509 M=9817
A=9056 B=4040 C=6159 X=580574132 Y=8937331569 Z=34774039133 M=3135
A=6403 B=4018 C=5462 X=731997364 Y=3596261922 Z=57446427104 M=4775
A=3274 B=6277 C=8693 X=524892379 Y=1368094266 Z=45806431566 M=7604
A=4497 B=7556 C=5878 X=180968553 Y=9294975010 Z=54601047636 M=3203
A=7854 B=5752 C=9712 X=266721051 Y=3323292199 Z=80709003113 M=3156
A=8911 B=3742 C=5029 X=968742730 Y=4778278263 Z=54057557716 M=8026
A=9991 B=6676 C=7999 X=124306140 Y=1995718176 Z=97693786772 M=5593
A=9165 B=6063 C=9133 X=209803326 Y=3342645664 Z=43095552167 M=2674
A=6030 B=8768 C=8299 X=161433382 Y=9646353101 Z=41462938068 M=3630
A=7682 B=3020 C=8854 X=324484787 Y=1177043677 Z=40993408392 M=8552
A=2635 B=9354 C=7102 X=727258449 Y=5609448689 Z=61787736285 M=3608
A=3751 B=6951 C=6975 X=961889821 Y=3035108654 Z=53295363047 M=2181
A=5559 B=3439 C=9010 X=859230033 Y=9330650255 Z=21577452496 M=9147
A=7341 B=3367 C=5714 X=490365422 Y=3904091478 Z=46543315531 M=8597
A=3400 B=4986 C=5774 X=949302068 Y=1256384653 Z=21496739500 M=5069
A=3524 B=5032 C=8366 X=676469648 Y=5872769312 Z=71639137219 M=7073
A=4271 B=3622 C=8883 X=861360914 Y=2945950460 Z=12712039176 M=1038
A=6940 B=9797 C=8072 X=902116388 Y=5693477335 Z=41109546252 M=6492
A=4603 B=6286 C=8748 X=602910807 Y=1827780462 Z=54619311353 M=2504
A=8234 B=9437 C=7339 X=453421646 Y=4273045149 Z=52217893250 M=6434
A=7656 B=4137 C=8106 X=839004860 Y=4744079736 Z=58768726808 M=6449
A=3208 B=3240 C=8511 X=828311332 Y=5481964234 Z=88291381370 M=9719
A=8221 B=8120 C=8529 X=985980453 Y=9926815690 Z=70489727365 M=5249
A=6973 B=5745 C=6191 X=459267644 Y=6438984677 Z=12172876292 M=9362
A=9685 B=9339 C=8089 X=298062533 Y=2153648198 Z=33532207729 M=3155
A=3698 B=4757 C=9187 X=610292765 Y=4808517857 Z=44103043239 M=1715
A=9825 B=3178 C=5186 X=576926294 Y=1995437533 Z=34093180360 M=5513
A=8332 B=6939 C=7213 X=239670617 Y=7615364250 Z=99972549004 M=3072
A=5643 B=8479 C=8045 X=752058523 Y=9381880701 Z=77558438381 M=5645
A=7704 B=9540 C=5933 X=605754987 Y=8497617757 Z=77332046331 M=9288
A=8158 B=4519 C=7682 X=534117625 Y=6294956529 Z=78418613910 M=9415
A=8602 B=9288 C=6486 X=932454574 Y=3577159949 Z=10452678817 M=9463
A=2433 B=4951 C=9303 X=957821072 Y=1942781097 Z=60262868017 M=2746
A=7349 B=7752 C=9631 X=429880518 Y=5240374686 Z=72520813745 M=3142
A=4772 B=9391 C=9871 X=530703659 Y=8746582974 Z=64122020419 M=9190
A=8963 B=5269 C=7351 X=938411310 Y=7662600813 Z=65940910798 M=5589
A=6049 B=5917 C=7045 X=591467996 Y=1078395555 Z=60883184939 M=1121
A=5185 B=9737 C=8498 X=412705099 Y=6572090788 Z=88691460370 M=1397
A=4558 B=6805 C=5448 X=914715751 Y=8665244960 Z=63075019580 M=5794
A=4103 B=3654 C=7050 X=320814763 Y=5098783413 Z=53038599890 M=4033
A=2794 B=4986 C=5956 X=728998461 Y=1036408072 Z=27036334252 M=1954
A=9895 B=4491 C=7257 X=894758175 Y=6461334167 Z=42409456663 M=5453
A=9116 B=3106 C=7490 X=260090231 Y=5711054262 Z=81112645098 M=8334
A=5881 B=7466 C=9854 X=267560705 Y=6083750245 Z=25776630252 M=4038
A=7486 B=5294 C=7891 X=640157002 Y=2838484252 Z=37356751256 M=4894
A=2821 B=4303 C=7838 X=742453893 Y=2162162172 Z=97132160626 M=9030
A=9932 B=8550 C=7676 X=385607076 Y=4482128970 Z=34940058577 M=6267
A=6034 B=9150 C=8137 X=730161436 Y=2240632256 Z=42493653271 M=7010
A=7104 B=4765 C=9890 X=547456441 Y=1336891843 Z=40094560562 M=8494
A=8815 B=9582 C=8360 X=563451492 Y=7265062396 Z=95100359856 M=6184
A=5607 B=5862 C=9323 X=118536646 Y=7644928630 Z=29101125468 M=5182
A=3314 B=4347 C=8542 X=642973501 Y=6927555480 Z=26467761786 M=7500
A=3160 B=4398 C=7402 X=264140021 Y=7349577323 Z=37808721854 M=7850
A=6559 B=9975 C=9193 X=153305667 Y=8021993441 Z=29432470902 M=7088
A=8368 B=4263 C=5506 X=813365444 Y=8399277162 Z=56354040730 M=3909
A=9204 B=4480 C=8620 X=139057748 Y=2878907597 Z=48901641463 M=5185
A=2095 B=5406 C=7218 X=650751315 Y=2713789630 Z=13285658466 M=9325
A=5741 B=5262 C=9549 X=146263084 Y=8750957626 Z=29032785087 M=4042
A=2867 B=5221 C=5536 X=675131501 Y=9244164570 Z=36219301441 M=4587
A=3935 B=6499 C=7234 X=638449312 Y=3587930589 Z=98694918591 M=9599
A=6620 B=3826 C=9346 X=842637264 Y=5804303472 Z=48475002210 M=7320
A=2853 B=5182 C=6380 X=732945190 Y=8118973000 Z=46434345344 M=8595
A=4602 B=7633 C=6292 X=422762236 Y=3905925037 Z=57302429747 M=7594
A=5429 B=3556 C=5548 X=946846015 Y=9154436303 Z=91849883785 M=4294
A=4040 B=9846 C=7944 X=614637327 Y=8776393873 Z=48971403536 M=5676
A=8011 B=4419 C=6859 X=286178714 Y=7761267164 Z=13842256883 M=4992
A=8601 B=3664 C=6333 X=609280042 Y=2049162164 Z=43821709389 M=5613
A=9037 B=5033 C=9416 X=440610277 Y=6001199829 Z=69160509766 M=4254
A=3920 B=8635 C=9424 X=106225221 Y=7543599697 Z=86256495737 M=9908
A=5515 B=9772 C=5825 X=859048895 Y=3171276733 Z=68728842454 M=3277
A=4961 B=6173 C=6315 X=252965241 Y=6362823323 Z=71556776376 M=8998
A=9993 B=7497 C=6175 X=419394498 Y=6082155864 Z=79382133660 M=8736
A=2091 B=8637 C=7404 X=466980589 Y=7840179204 Z=15538365428 M=6715
A=6544 B=9353 C=7696 X=254288720 Y=4575808238 Z=53191714623 M=7940
A=2544 B=9285 C=5807 X=751530069 Y=4186483497 Z=86272302207 M=4032
A=9220 B=5776 C=6734 X=142619417 Y=4749364696 Z=60382042797 M=1992
A=9586 B=4419 C=8524 X=904346815 Y=1389691566 Z=49413009072 M=5074
A=9023 B=5134 C=5646 X=221989472 Y=3878830337 Z=85430558950 M=8587
A=6758 B=4538 C=5047 X=765689663 Y=2462322779 Z=22514600337 M=5000
A=2957 B=4523 C=5651 X=645401456 Y=2412661294 Z=24437275987 M=3582
A=8966 B=6744 C=7577 X=455809009 Y=8253272165 Z=45048703609 M=4443
A=3404 B=7518 C=6504 X=990177713 Y=9190994767 Z=21141191850 M=2889
A=5241 B=7581 C=6271 X=393916805 Y=2107847475 Z=59248635339 M=6858
A=2829 B=5113 C=9926 X=907882336 Y=5458898366 Z=40633012078 M=4236
A=2076 B=3297 C=9899 X=577987499 Y=1442079729 Z=62144696386 M=3098
A=7800 B=8206 C=6720 X=188508990 Y=1083190699 Z=60320928681 M=6396
A=6657 B=5209 C=5958 X=210524256 Y=9731665993 Z=68461714841 M=5301
A=6019 B=9147 C=5394 X=825615021 Y=5178763075 Z=46810597406 M=6691
A=6610 B=3827 C=7436 X=532303706 Y=9110607914 Z=34870472430 M=4336
A=2901 B=9656 C=7766 X=699575752 Y=6666019838 Z=94413487533 M=5440
A=3077 B=3628 C=5175 X=472472832 Y=4293189560 Z=43940159516 M=4356
A=9186 B=7082 C=7195 X=616197864 Y=8733040253 Z=48546572777 M=7980
A=6850 B=4068 C=6779 X=367028937 Y=6765403288 Z=82074331818 M=3598
A=7076 B=4330 C=7330 X=457302451 Y=2905693816 Z=42049262012 M=5148
A=5956 B=3278 C=6360 X=771950548 Y=7558884327 Z=13307563826 M=8258
A=4211 B=4040 C=9842 X=469621530 Y=3103016413 Z=76331802026 M=9241
A=9231 B=9070 C=6620 X=165119949 Y=3425804203 Z=53816746354 M=4791
A=2851 B=3952 C=8615 X=618598593 Y=3234759963 Z=91950884407 M=6120
A=7392 B=5280 C=8996 X=523552378 Y=4343047883 Z=51541251904 M=1606
A=8983 B=8045 C=8305 X=950168447 Y=7201808361 Z=11056966873 M=9831
A=7608 B=7673 C=9190 X=348986986 Y=5583904453 Z=77711658156 M=8910
A=3032 B=3069 C=7462 X=854649730 Y=9426741210 Z=37774643381 M=7129
A=6109 B=8824 C=6343 X=842787466 Y=6562748629 Z=65170503475 M=6564
A=3442 B=8930 C=7064 X=298784078 Y=5146215790 Z=73552281981 M=7247
A=2546 B=7625 C=6466 X=806110587 Y=2424489454 Z=93399023034 M=3466
A=3789 B=6472 C=9577 X=486450444 Y=6919016412 Z=59979983397 M=8468
A=7059 B=3367 C=8142 X=670410539 Y=7022922519 Z=91720451488 M=6590
A=7107 B=8331 C=9518 X=707224716 Y=4616242486 Z=42638768846 M=2314
A=7738 B=9779 C=5820 X=585937896 Y=7781252086 Z=35619170590 M=1408
A=7005 B=6566 C=8129 X=362784714 Y=7463335081 Z=92435675565 M=5355
A=9771 B=3342 C=5279 X=636755349 Y=8644341244 Z=48504110286 M=2804
A=6189 B=4808 C=5647 X=519541148 Y=9787734944 Z=16884740930 M=3610
A=9135 B=3944 C=5250 X=226533008 Y=7128820364 Z=83035790606 M=7009
A=5920 B=5301 C=9557 X=591555194 Y=1198921102 Z=78651086844 M=6804
A=9620 B=5574 C=5304 X=776959616 Y=6959213793 Z=81732138717 M=3828
A=2345 B=8209 C=9833 X=417697065 Y=1045016636 Z=18617539846 M=2000
A=5215 B=7296 C=8170 X=680668785 Y=1040491069 Z=15731065964 M=6054
A=3723 B=6664 C=5439 X=648983905 Y=6636379257 Z=46904971395 M=4315
A=9839 B=9904 C=8828 X=829335305 Y=9551159303 Z=44473903843 M=5962
A=2955 B=7984 C=6314 X=460677267 Y=6425926445 Z=39945123039 M=5993
A=3840 B=6566 C=6334 X=666867187 Y=5647059853 Z=66359054218 M=4549
A=2954 B=4145 C=6467 X=844089952 Y=6641785694 Z=79675818272 M=8685
A=7418 B=6291 C=7062 X=441802251 Y=5679305140 Z=64402676119 M=3279
A=9777 B=7775 C=8082 X=702034007 Y=1689966001 Z=56155755982 M=7103
A=3068 B=3564 C=7747 X=240479493 Y=3964774206 Z=28288300150 M=2350
A=3934 B=6214 C=9713 X=373191241 Y=3517274436 Z=41305473629 M=2646
A=9184 B=4833 C=8730 X=837611269 Y=6262300754 Z=71827576433 M=1376
A=4821 B=7678 C=6592 X=783622533 Y=1493532218 Z=53675917179 M=4882
A=4061 B=7774 C=5386 X=731291909 Y=7251662413 Z=26346124063 M=8735
A=6040 B=5290 C=9804 X=153269331 Y=6199015448 Z=36473396303 M=2873
A=7009 B=7083 C=5685 X=550901605 Y=1226987545 Z=86542429715 M=1038
A=5701 B=3222 C=5898 X=134471067 Y=3654860045 Z=68174941058 M=8690
A=5266 B=7135 C=6600 X=659726804 Y=2296431990 Z=97115681955 M=5991
A=8336 B=9626 C=6069 X=110301170 Y=8910505497 Z=28160161571 M=4831
A=7076 B=3200 C=9942 X=731072042 Y=4747459038 Z=64543724765 M=5089
A=2376 B=5046 C=8704 X=999210478 Y=9556813661 Z=47339770112 M=3546
A=9761 B=8276 C=9364 X=173715845 Y=6443727241 Z=84780543303 M=6317
A=7751 B=6452 C=9877 X=973067201 Y=1205243981 Z=48590323329 M=6723
A=6480 B=4582 C=9733 X=302933528 Y=2534458001 Z=56544870818 M=6707
A=3880 B=8964 C=7897 X=687639758 Y=7300334014 Z=95707505497 M=2136
A=8965 B=8041 C=5287 X=312170684 Y=7068332202 Z=67017723532 M=2008
A=5912 B=3219 C=5001 X=534327133 Y=9555220779 Z=18732629654 M=5913
A=3156 B=3505 C=7247 X=614478004 Y=5708963172 Z=27330573243 M=4291
A=6534 B=3021 C=9973 X=482159438 Y=3926569462 Z=13731886484 M=1449
A=6198 B=3644 C=5058 X=938994878 Y=8776878146 Z=25079171921 M=2539
A=7636 B=4694 C=6263 X=295639822 Y=9776407975 Z=28695364159 M=3628
A=3438 B=9267 C=8435 X=515289159 Y=4268959627 Z=25801031250 M=8548
A=4668 B=3824 C=9570 X=239344693 Y=9041315071 Z=43931239880 M=3088
A=8736 B=7223 C=8327 X=164596653 Y=9882520846 Z=30642107194 M=7161
A=4051 B=6956 C=7671 X=365116120 Y=6566677131 Z=90724564809 M=9202
A=5627 B=8304 C=9149 X=901193559 Y=2066717294 Z=93234444129 M=9101
A=9083 B=8889 C=6061 X=974167594 Y=1085414637 Z=48596393867 M=6657
A=8560 B=4987 C=6905 X=126326873 Y=1209306339 Z=26044842463 M=4695
A=2126 B=6719 C=9990 X=827052191 Y=6587158496 Z=56007289114 M=3763
